1 132.23
2 105.92
3 118.72
4 109.17
5 92.57
6 68.68
7 76.61
8 118.35
9 121.19
10 112.64
11 104.94
12 84.56
13 67.86
14 77.17
15 109.40
16 114.21
17 109.40
18 153.97
19 109.39
20 82.22



