1 97.69
2 95.15
3 108.16
4 105.13
5 100.47
6 98.40
7 95.78
8 97.11
9 96.06
10 99.72
11 100.51
12 103.97
13 101.84
14 40.27
15 41.79
16 41.82
17 40.09
18 38.32



